review_text,rating,summary_text,text_length,clean_review,clean_length
"Lots of room, enough speed and everything that I need portable is going along for the ride. No loss of data for me.",5.0,No loss of data for me,23,lots room enough speed everything need portable going along ride loss data,12
Great price on this product.  Half of what Samsung was charging for the same memory card. Works just fine in my Notewith no pproblems what so ever.,5.0,"Great price, great product.",27,great price product half samsung charging memory card works fine notewith pproblems ever,13
"These cards worked flawlessly with the GoPro Hero 3+. Instead of opting for the bigger card, I got two smaller cards to start with. That way I could transfer data to my laptop while still using the other card. If you're wanting to do an un-assisted, large record, like a time-lapse, or something, opting for the bigger card is smart, but for my usage being able to swap back and forth was invaluable.So far, no hiccups or problems, even with the faster, more beefy shooting settings.",4.0,Good addition to GoPro gig bag,86,cards worked flawlessly gopro hero instead opting bigger card got two smaller cards start way could transfer data laptop still using card youre wanting unassisted large record like timelapse something opting bigger card smart usage able swap back forth invaluableso far hiccups problems even faster beefy shooting settings,48
Is exactly what you can expect from a memory card. Nothing more nothing less. I tested the card in my GopRo Hero3 and it worked.,5.0,Good,25,exactly expect memory card nothing nothing less tested card gopro hero worked,12
"It is very fast , I like it And I think if you have one you will like it I think.",5.0,I like it,21,fast like think one like think,6
Works really well in my Motorola Razor MAXX. Good price for the size of this SD card. I would definitely recommend this to anyone. I can't wait until the prices drop more and the capacity goes up.,5.0,Great Price!,37,works really well motorola razor maxx good price size sd card would definitely recommend anyone cant wait prices drop capacity goes,21
This was my first time adding an SD card to a Smart Phone. I just got a Nokia Lumia 1520 and with such an excellent screen I wanted to be able to play movies on it for trips or to watch at my desk while working.So far I have put 6 albums and 6 Hi Def movieson the card and still have 20gb to spare. Everything loads up just as fast as if it was stored on the phone's internal memory.Very happy with this little guy.,5.0,Lots of space in such a tiny thing.,86,first time adding sd card smart phone got nokia lumia excellent screen wanted able play movies trips watch desk workingso far put albums hi def movieson card still gb spare everything loads fast stored phones internal memoryvery happy little guy,40
I bought this because it was super cheap on black Friday or cyber Monday week ( whatever that means ) . It is great. I bought it thinking that it might be better in my Galaxy s2 but I have not noticed any difference in speed. I guess it is more for HD video recording or picture taking in a camera.,5.0,Hooray!!!,61,bought super cheap black friday cyber monday week whatever means great bought thinking might better galaxy noticed difference speed guess hd video recording picture taking camera,26
"first off i got mine at wal-mart but i'm considering the 64GB version as of now but the 16GB card i have is really fast i've actually transferred all i can to it from my Galaxy SIII because for what ever reason it reads of the card faster than it does from the phones internal 16GB of memory?!?!? i've always used snadisk stuff everything from flash drives, sd cards, and now even a SSD! they make great stuff",5.0,great card,78,first got mine walmart im considering gb version gb card really fast ive actually transferred galaxy siii ever reason reads card faster phones internal gb memory ive always used snadisk stuff everything flash drives sd cards even ssd make great stuff,41
"This SD card USED to be one of the fastest. Now it is merely adequate.I bought the 64GB version and inserted into my Samsung Galaxy S5 (latest Samsung phone).The performance, although still adequate, is less than stellar. For example, to load the Amazon Kindle app, which is about 35mb and I purposely placed it into this SD card, it takes about 7 full seconds to load. The same app on my iPad takes around 2 seconds to load.Still, if you aren't too much into your smartdevice performance, then I wouldn't worry. But if you do care about how fast your smartphone can take pictures (assuming your pictures are stored in SD cards) or how fast your apps will load, then you should purchase a much faster SD card for your latest phone.Pros:1)Adequate performance.2)Hassle free packaging.Cons:1)Not the fastest, but still adequate.",4.0,Adequate speed.,140,sd card used one fastest merely adequatei bought gb version inserted samsung galaxy latest samsung phonethe performance although still adequate less stellar example load amazon kindle app mb purposely placed sd card takes full seconds load app ipad takes around seconds loadstill arent much smartdevice performance wouldnt worry care fast smartphone take pictures assuming pictures stored sd cards fast apps load purchase much faster sd card latest phoneprosadequate performancehassle free packagingconsnot fastest still adequate,74
Was not expecting a micro 30 MB within a standard ScanDisk.  Not much to write.  Performs as it should without any hassle.,5.0,Surprise!,22,expecting micro mb within standard scandisk much write performs without hassle,11
"Best 64 gigs of micro SD out there. No lag accessing data for the smartphone, acts like the phone's own internal storage and is indistinguishable from it. The integrity of the data is well preserved.",5.0,Great.,35,best gigs micro sd lag accessing data smartphone acts like phones internal storage indistinguishable integrity data well preserved,18
Bought for use with my GroPro and this card allows my to video for as long as my batteries will allow.  Must have for a GoPro user!,5.0,Goes great with a GoPro!,27,bought use gropro card allows video long batteries allow must gopro user,12
Bought for my phone and its worked perfectly for quite a while now. Great size and great price. Cant go wrong with this.,5.0,Great card,23,bought phone worked perfectly quite great size great price cant go wrong,12
"Installed this a few days after receiving my Galaxy Note III can stuff it with more music than most Ipods, and tons of movies.I've not had any problems, and it is fast!",5.0,Working great many months later,32,installed days receiving galaxy note iii stuff music ipods tons moviesive problems fast,13
"Would recommend. I have 2 of those, one in phone one in tablet. Probably i will get one more for GF.",5.0,Great,21,would recommend one phone one tablet probably get one gf,10
"After using an 8 Gig microsd in my galaxy s3 for a year, I knew I needed a new sd card when I got the s4. This sd card has worked out really well for me. I am no longer worried about running out of space when I take pictures on my new s4.",5.0,Works Extremely well with my Samsung Galaxy s4,54,using gig microsd galaxy year knew needed new sd card got sd card worked really well longer worried running space take pictures new,23
A great performer for the price ... The capacity is limitless ... The speed is superb too considering it's in a smartphone :),5.0,Sandisk Rules,23,great performer price capacity limitless speed superb considering smartphone,9
"Every SanDisk card I've ever bought has never disappointed me and this one wasn't the exception. I use one with my Galaxy Tab 3 and so far it has performed superbly and I have zero complaints.I realize there are quite a few bad reviews for this card but I have never ran into a bad SanDisk card and I hope I won't in the future. I feel bad for the ppl who get the ONE bad card in a batch of thousands, but yeah, it happens.",5.0,Great product at a reasonable price,86,every sandisk card ive ever bought never disappointed one wasnt exception use one galaxy tab far performed superbly zero complaintsi realize quite bad reviews card never ran bad sandisk card hope wont future feel bad ppl get one bad card batch thousands yeah happens,44
It's a memory card. It works. What else do I need to say. I'll be using it in a data logging project soon.,5.0,32,23,memory card works else need say ill using data logging project soon,12
"I use this with my GoPro Hero 3 camera and it works great, no issues and perfect size and price.",5.0,great card,20,use gopro hero camera works great issues perfect size price,10
"does what it should ... 64 gigs in such a tiny physical space is crazy ... makes my phone's capacity huge.  if you use it in an mp3 player, you will have to convert it to fat 32, but it isn't hard; there are plenty of free programs out there you can download.  so this WILL work in those devices as well ... sweet.",5.0,solid product,64,gigs tiny physical space crazy makes phones capacity huge use mp player convert fat isnt hard plenty free programs download work devices well sweet,24
"I bought this and put it my mobile phone - Samsung galaxy s3. I don't have a lot more to say. I put it in, formatted it, and it has been working very ewell for some months now. Seems to be very fast. No issues. Recommended.",5.0,"Who thought something so small, could be so big?",46,bought put mobile phone samsung galaxy dont lot say put formatted working ewell months seems fast issues recommended,18
"Not much to say about the product , there is no configuration needed.it works out of the box, no need to format it unless if you want to.Speed? The tablet processor speed and the card make it impossible for you to see any delay. I am recommand it for anybody that have burchase those 16 GB tablet or phone. Specially if you have pictures and musics that you need to keep. The market carries 64 GB and up so make your best judgment and save.",5.0,Sandisk ultra 32 gb,85,much say product configuration neededit works box need format unless want tospeed tablet processor speed card make impossible see delay recommand anybody burchase gb tablet phone specially pictures musics need keep market carries gb make best judgment save,38
I was surprised as to how fast I recieved the Sandisk Micro SD I ordered. I ordered one before but it took almost 2 weeks. I recieved this one within 2 days. I plan to use this one for my next Android phone. I want to upgrade to a Samsung Galaxy model. I was instructed that most phones can handle up to 32gbs but found out that they can handle more.,5.0,Prompt delivery,71,surprised fast recieved sandisk micro sd ordered ordered one took almost weeks recieved one within days plan use one next android phone want upgrade samsung galaxy model instructed phones handle gbs found handle,33
"HI ....  My Son Wanted/Needed - to make this Purchase,  Hence - The Purchase ..........He's Completely Satisfied with this Item, and Has No-Problem with it ........ &#34; HE LOVES IT !&#34;REGARDS,  JCN",5.0,BEST BANG FOR THE BUCK.,32,hi son wantedneeded make purchase hence purchase hes completely satisfied item noproblem loves regards jcn,15
OH my gosh this is the greatest invention since sliced bread. I am totaled underwhelmed and it works too. xx xx,4.0,Memeory card,21,oh gosh greatest invention since sliced bread totaled underwhelmed works xx xx,12
"Picked up several when they were discounted. work great in my Galaxy S4 phone, wifes Nikon V1 and my GoPro. No failures or inability to recognize card. Highly recommend ScanDisk products.",5.0,Great Deal,31,picked several discounted work great galaxy phone wifes nikon v gopro failures inability recognize card highly recommend scandisk products,19
Works great in my compatible device BUT if you think you can reformat to FAT32 and us in an older device only designed for 32GB you will likely experience excess battery drain even if you think it is working fine to start with.,5.0,Works great for compatible devices,43,works great compatible device think reformat fat us older device designed gb likely experience excess battery drain even think working fine start,22
"I use a Sony camera with fairly high megapixels per picture.  I also tend to snap many shots in a row.  So the buffering speed of cards like this is important.  On a recent trip abroad, during which I took 3000 pictures...sometimes using the panorama function...I never ran into any processing delays.  The camera and card let me just keep snapping.  Cards like this are noticed only if they don't perform.  They are otherwise just &#34;there,&#34; which is a good thing.  This one seems to perform.  Obviously, not a technical evaluation, just a layman's assessment after using this card for a while.",5.0,Good results,102,use sony camera fairly high megapixels per picture also tend snap many shots row buffering speed cards like important recent trip abroad took picturessometimes using panorama functioni never ran processing delays camera card let keep snapping cards like noticed dont perform otherwise good thing one seems perform obviously technical evaluation laymans assessment using card,54
"Does what it says it does, and does it like it says it will.  Installed in my Galaxy S5, no issues, and no complaints.",5.0,As advertised,24,says like says installed galaxy issues complaints,7
This worked really well for me. I used it in a GoPro camera for recording a couple of hours of video. Love the storage space.,5.0,Nice memory card,25,worked really well used gopro camera recording couple hours video love storage space,13
The SanDisk memory card is awesome. I usually only buy SanDisk products because they are very reliable. Very good quality.,5.0,SanDisk,20,sandisk memory card awesome usually buy sandisk products reliable good quality,11
"I have other brands, but prefer Sandisk. I have several and have never had an error or failure. I often shoot video in 2.7k at a high bitrate and this memory card can keep up. That's important to me.I would highly recommend this card.",5.0,Top choice for me,44,brands prefer sandisk several never error failure often shoot video k high bitrate memory card keep thats important mei would highly recommend card,23
"I've always bought SanDisk SD cards, and have never been disappointed. This one is no exception. I'm using it in my Galaxy S III and have no problems. Transfer speeds are as advertised. Great card, great price.",5.0,Great Card (32GB),37,ive always bought sandisk sd cards never disappointed one exception im using galaxy iii problems transfer speeds advertised great card great price,22
"This arrived quickly and was the actual product that was described, unlike what others committed about this item.  It works and does just what I needed it for.  Thanks.",5.0,Memory card,29,arrived quickly actual product described unlike others committed item works needed thanks,12
"this was installed in my S4, I had no issues like others have posted, in fact I formatted in the computer and  popped it right in.",5.0,S4,26,installed issues like others posted fact formatted computer popped right,10
I am always perfectly satisfied with SanDisk products; they are extremely reliable and suit my purposes perfectly.  This particular memory card is no exception.,5.0,Nothing like SanDisk quality!,24,always perfectly satisfied sandisk products extremely reliable suit purposes perfectly particular memory card exception,14
"I bought this extra memory for my Samsung Galaxy S4.  I wish I had known when I bought my phone that Android changed its memory management technique between Gingerbread and Jelly Bean!  Verizon sold me a 16GB Samsung S4.  I didn't do much research since my old phone broke and I was about to leave on a business trip the next day.  Come to find out, there are 32 and 64GB versions of the Galaxy S4!  I never asked Verizon if they even carried different versions.  Well, I figured that wouldn't be a problem... I'll just put in a 64GB Micro SD (TF) Card and I'll be all set.  Unfortunately you can no longer transfer Apps to the Micro SD Card.  Some apps can store data on the SD Card but there is no longer the ability to ""Move to SD.""  Since I travel internationally, I use a lot of GPS mapping software and would like to download multiple Gigs of map data for offline mapping.  As of now, I can only download this to my phone's 16GB memory, and not to this 64GB memory card!  Pictures (except for burst photos), videos and music can all be put on the 64GB SD card.  All that being said, this memory card works well, and is priced on par with all of the other comparable cards on the market.  If you've got the cash and need the space (for music, videos/movies and/or pictures--just not apps) then I recommend picking one of these up.",5.0,Reliable memory,251,bought extra memory samsung galaxy wish known bought phone android changed memory management technique gingerbread jelly bean verizon sold gb samsung didnt much research since old phone broke leave business trip next day come find gb versions galaxy never asked verizon even carried different versions well figured wouldnt problem ill put gb micro sd tf card ill set unfortunately longer transfer apps micro sd card apps store data sd card longer ability move sd since travel internationally use lot gps mapping software would like download multiple gigs map data offline mapping download phones gb memory gb memory card pictures except burst photos videos music put gb sd card said memory card works well priced par comparable cards market youve got cash need space music videosmovies andor picturesjust apps recommend picking one,131
The device works as advertised. It had a tremendous price. I have found that it did not need formatting to work in my Galaxy Note 3. The amount of space reserved for my purposes was most excellent. I would definitely buy this device again.,5.0,Another satisfied Amazon and Sandisk customer,44,device works advertised tremendous price found need formatting work galaxy note amount space reserved purposes excellent would definitely buy device,20
This works great just like all SanDisk chips I have had. It's being used in My girlfriends Samsung Galaxy S3.,5.0,Works,20,works great like sandisk chips used girlfriends samsung galaxy,9
"works good on my phone, now I can listen to music for hours and hours.  now all I need to do is remember to bring my charger to work.",5.0,works good,29,works good phone listen music hours hours need remember bring charger work,12
And does it fast. Been installed in my Acer Iconia Tab for months and has endured file transfer after file transfer with not a single glitch.,5.0,Does what it's supposed to,26,fast installed acer iconia tab months endured file transfer file transfer single glitch,13
Great memory card!  Can be used as a micro sd or regular because it comes with a the larger disc case that it fits into.,5.0,Great Product,25,great memory card used micro sd regular comes larger disc case fits,12
I use this with my samsung galaxy note 3 and it performs pretty darn well. Write and read speed safe good and it stores all my photos no prob.,5.0,This is great.,29,use samsung galaxy note performs pretty darn well write read speed safe good stores photos prob,16
"I bought this for my GoPro HD Hero 3 camera, as it was the one recommended by most buyers. I've had zero problems with the card, and the included adaptor makes it easy to transfer my videos to my PC. These things are tiny though, and thin so be careful not to bend or lose them! The $24 price is reasonable as well.",4.0,Perfect for action cameras,63,bought gopro hd hero camera one recommended buyers ive zero problems card included adaptor makes easy transfer videos pc things tiny though thin careful bend lose price reasonable well,29
This is my first foray into the microSD card world. I bought this for my GoPro Hero3 white.Pros:- comes with an adapter for easy downloading.- simple to format right out of the box.- reads/writes just fine with no errors.Cons:- the adapter has no spring return like the devices you instert the card into - removing the card from the adapter can be a pain.Overall it's great and does what I need it to do.Hope that helps...,4.0,Great card at a great price,76,first foray microsd card world bought gopro hero whitepros comes adapter easy downloading simple format right box readswrites fine errorscons adapter spring return like devices instert card removing card adapter painoverall great need dohope helps,35
"I bought this for memory storage in a Samsung Galaxy Tab 2 to replace one that was unreliable just prior to leaving on vacation. It worked without problem. When I returned from vacation, I returned the defective one to Sandisk for a replacement and I now have two. It doesn't write as fast as my larger 32G SD card so I probably won't try to use it in an HD video camera.",5.0,A lot of memory in a small package,72,bought memory storage samsung galaxy tab replace one unreliable prior leaving vacation worked without problem returned vacation returned defective one sandisk replacement two doesnt write fast larger g sd card probably wont try use hd video camera,37
"Works great, low cost, fast, and the bright red makes it easier to find when it gets dropped or misplaced. SanDisk is usually my go to brand for removable media.",5.0,"MicroSD, high capacity, fast, and shiny",30,works great low cost fast bright red makes easier find gets dropped misplaced sandisk usually go brand removable media,19
"Bought this for my new Samsung Galaxy S4. Works great, no problems with transfer speed. No failures with it so far, so I would suggest this to anyone.",5.0,"Pretty fast, works well in my Samsung Galaxy S4",28,bought new samsung galaxy works great problems transfer speed failures far would suggest anyone,14
"I got this because the GoPro Hero3 doesn't come with any memory cards whatsoever.Works great, especially for 4K recording on the Hero3 Black Edition.These things are so small though, easy to lose if you don't keep it in the camera, or in the Adapter.Super Fast Download with a USB 3.0 Memory Card Reader.",5.0,GoPro Hero3 Compatible,53,got gopro hero doesnt come memory cards whatsoeverworks great especially k recording hero black editionthese things small though easy lose dont keep camera adaptersuper fast download usb memory card reader,30
"It's a giant, fast micro-SD card for your phone. It works and it's reasonably priced. I've swapped this card through the past 3 phones I've owned and it continues to serve me well on the road. You can bring along enough 1080p movies for a 20 hour flight (or several of them) and still have plenty of room left over.The only downside is that it isn't even more capacity. But really, 64gb is probably overkill.",5.0,The ultimate smartphone upgrade.,75,giant fast microsd card phone works reasonably priced ive swapped card past phones ive owned continues serve well road bring along enough p movies hour flight several still plenty room left overthe downside isnt even capacity really gb probably overkill,40
"This is the second one of these that I've purchased.  The first was inexpensive, quick, and easy to install in my wife's Samsung tablet.  I was so impressed that I bought another to install in my Samsung.",5.0,SanDisk Ultra 32GB MicroSDHC,37,second one ive purchased first inexpensive quick easy install wifes samsung tablet impressed bought another install samsung,17
"Reading through the reviews I expected to have to jump through a hoop, or do something crazy special to make this work. The instructions say only up to 32gb is supported in my device.The card arrived. I chose the hassle free packaging... BEST CHOICE EVER! Inserted into the phone, booted up and chose format just in case on the card. The card formatted and I was presented with around 59gb free. Easiest ever. Very happy being able to start moving my music from the ever so aging iTunes to the card. The read and write speeds are more than acceptable, much faster than any of the other microsd cards that I have. I'm a very technical user, but would have felt very comfortable with talking my mother through such an easy procedure. I am going to assume it would work the same for the galaxy siii (S3).Not much more you can say about a boat ton of storage in a small container. 5 star!",5.0,64gb in a galaxy note ii (2) N7100!,164,reading reviews expected jump hoop something crazy special make work instructions say gb supported devicethe card arrived chose hassle free packaging best choice ever inserted phone booted chose format case card card formatted presented around gb free easiest ever happy able start moving music ever aging itunes card read write speeds acceptable much faster microsd cards im technical user would felt comfortable talking mother easy procedure going assume would work galaxy siii snot much say boat ton storage small container star,81
"I bought this card for my hero3 because the 64 GB card that i bought with the camera is not readable on my Ipad4. This card has been through its paces and supplies great video that I can review on my ipad immediately, with supplied SD adapter.",5.0,Great card for gopro hero3,47,bought card hero gb card bought camera readable ipad card paces supplies great video review ipad immediately supplied sd adapter,20
I got this for my GoPro camera in order to record high frame rates at 1080p and it keeps up just fine. I've never had any issues with it under those circumstances.,5.0,"Works well in GoPro, Records 1080p 60fps without issues.",32,got gopro camera order record high frame rates p keeps fine ive never issues circumstances,15
Got this to go in my daughters Microsoft Surface RT and it is doing great! She loaded a movie on it and is happy her device has some extra memory :-),5.0,Great,31,got go daughters microsoft surface rt great loaded movie happy device extra memory,13
SanDisk 16GB Micro SDHCWorks as advertised.Good Quality.Pretty inexpensive price considering.I would recommend it to anyone in need of a micro sd card.,5.0,SanDisk 16GB Micro SDHC,22,sandisk gb micro sdhcworks advertisedgood qualitypretty inexpensive price consideringi would recommend anyone need micro sd card,16
I get the occasional dropped frames when using it to record HD video in HD camera. Solid for the 1 couple of weeks. Time will tell.,3.0,Its OK,26,get occasional dropped frames using record hd video hd camera solid couple weeks time tell,15
"Purchased for use with a smartphone.  Works flawlessly, has given me much more space than I think I can use - but we'll see.  That's what I always say at the beginning.  It works without me noticing it is there so to me that is what I pay for.  I think this was a great price and I'm pleased with the purchase.",5.0,Purchased for use with Phone,62,purchased use smartphone works flawlessly given much space think use well see thats always say beginning works without noticing pay think great price im pleased purchase,26
"No problems here, works perfectly fine just as expected. Threw it into my Surface Pro to get a little more storage capabilities (for music, media, etc.). Had to format to use which I didn't realize at first, but that's my fault for being an idiot in the first place. No complaints, fine product, would recommend.",5.0,Perfectly functional,55,problems works perfectly fine expected threw surface pro get little storage capabilities music media etc format use didnt realize first thats fault idiot first place complaints fine product would recommend,30
"Works flawlessly in a GoPro Hero 3 Black Edition. Great card for the price and fits plenty of footage, especially when you have 2 of them.",5.0,Works perfect in my GoPro 3.,26,works flawlessly gopro hero black edition great card price fits plenty footage especially,13
"I use this with my Samsung Note II.  Previously I had iPhones, but it is very expensive to get an iPhone with enough memory for all my songs.  For a fraction of the price with my Samsung, they're all there wherever a go.",5.0,Finally all my music on one device at a reasonable price,43,use samsung note ii previously iphones expensive get iphone enough memory songs fraction price samsung theyre wherever go,18
"Used on a Galaxy Note and so far it has been great, fast card and excelent brand, a+ performance !Update may 10 2013, it stopped working! It does not work with my Galaxy Note or my PC, sadly it is not recognized by any device...",3.0,"Great before, now not great, stopped working",45,used galaxy note far great fast card excelent brand performance update may stopped working work galaxy note pc sadly recognized device,21
"I bought this memory card specifically to add extra storage on my Samsung Galaxy S3. It was very easy to install in the phone and it recognized the card instantly. I turned the phone off before I removed the back cover and installed the card. I am not sure if this is needed, but I figured it wouldn't hurt by doing it that way. After it was installed and recognized, I formatted the card through the phone options. The card is very fast when writing to it or reading from it.I would definitely recommend this card to others, especially if you have a Galaxy S3 and want some more storage space on it.",5.0,Works Great in a Samsung Galaxy S3,113,bought memory card specifically add extra storage samsung galaxy easy install phone recognized card instantly turned phone removed back cover installed card sure needed figured wouldnt hurt way installed recognized formatted card phone options card fast writing reading iti would definitely recommend card others especially galaxy want storage space,49
"When you buy a Micro SD card and you get a class 4, your apps will run slow and your camera will be slow. Spend the money on a class 10 for the speed of the card to ensure your device works up to its full potential. Listen to me, I am a certified Geek.",5.0,Never settler for class 4,55,buy micro sd card get class apps run slow camera slow spend money class speed card ensure device works full potential listen certified geek,24
"This is great!  This is why I don't buy Apple products and get charged up the @$$ for non-expandable memory.  Expandable memory is dirt cheap these days for how much you get and it's more reliable than Apple.  Works like a charm.  I've got two of these, one in  my phone and one in my tablet, and I've never had any problem or inconvenience with either of them.",5.0,Love it!,68,great dont buy apple products get charged nonexpandable memory expandable memory dirt cheap days much get reliable apple works like charm ive got two one phone one tablet ive never problem inconvenience either,33
"I bought this card to go with my new Samsung Galaxy Note 10.1 2014 Edition.  After using it for a few days with only the onboard storage, I felt the need to have a little more space.  The price for this card was just right, and I have always had great success with SanDisk memory devices, whether they are USB or SD or what have you.  I use this card to take all sorts of music and movies with me whenever I have to go anywhere, and there is absolutely no lag or hiccuping on playback.  I also set this card as the default to store photos and videos taken with the tablet, and there is no noticeable delay when taking photos.  This card works so well, I just bought a second one to replace an old 8GB card in my phone.",5.0,More than enough storage,142,bought card go new samsung galaxy note edition using days onboard storage felt need little space price card right always great success sandisk memory devices whether usb sd use card take sorts music movies whenever go anywhere absolutely lag hiccuping playback also set card default store photos videos taken tablet noticeable delay taking photos card works well bought second one replace old gb card phone,65
"This works well in my Galaxy S4. I use it for media storage. I did have to reseat it once as I kept getting an error about ""Preparing SD Card,"" but I think that was more about how I put it in my phone than about this media. I think that this is a pretty good value to extend storage on a phone.UPDATE - I deducted a star because this card has a capacity of 32 billion bytes, but not 32 GB. There is a difference. The storage is actually around 29 GB because 32,000,000,000 / 1024 / 1024 / 1024 = 29.8 GB. It's still a very good value and I would still recommend it highly, but do understand that you are not getting 32 GB.",4.0,Fast and Reliable,127,works well galaxy use media storage reseat kept getting error preparing sd card think put phone media think pretty good value extend storage phoneupdate deducted star card capacity billion bytes gb difference storage actually around gb gb still good value would still recommend highly understand getting gb,47
super fast card and it has lots of space. great for movies and pictures and music and other stuff. Its awesome,5.0,Lots o memory,21,super fast card lots space great movies pictures music stuff awesome,11
Card works great in my GoPro Hero 3 White Edition. I did a 48 hour time lapse and had no issues whatsoever with corrupted data or missing files. I've always had good experiences with SanDisk products and recommend them to everyone.,5.0,"Good Value, Good Card.",41,card works great gopro hero white edition hour time lapse issues whatsoever corrupted data missing files ive always good experiences sandisk products recommend everyone,24
good price for a 64gb card. purchased it to go along with the Hero3 camera. Just what I needed to complete the set,5.0,great item,23,good price gb card purchased go along hero camera needed complete set,12
"This was purchased for my cell phone. It was easy to plugged in, and my phone recognized it instantly.The adaptor that comes with the device I had some problems with. The adaptor has a write protection switch, that both my Toshiba and HP laptops like to turn on while inserting it into the SD slot. To get around this I have to insert this adaptor at a slight angle, and apply a little pressure to try and not let that switch get changed on insertion. It works, but it is a pain. Fortunately since the chip is in my phone 99% of the time it is not a pain I deal with too often. It is something that may need to be considered though if you plan on using this device primarily in the standard sized SD slot of a laptop or computer.",4.0,It works,143,purchased cell phone easy plugged phone recognized instantlythe adaptor comes device problems adaptor write protection switch toshiba hp laptops like turn inserting sd slot get around insert adaptor slight angle apply little pressure try let switch get changed insertion works pain fortunately since chip phone time pain deal often something may need considered though plan using device primarily standard sized sd slot laptop computer,64
Got this on sale! What a deal!,5.0,Awesome,7,got sale deal,3
I got the 16GB card for my Garmin GPS. The GPS's memory could be expanded so that more maps and info could be saved. The memory card works as described. I've used Sandisk for many electronics and I have never had a problem. They are sometimes a little more expensive than other brands but I think the little extra is worth it.,5.0,great price for a great product,62,got gb card garmin gps gpss memory could expanded maps info could saved memory card works described ive used sandisk many electronics never problem sometimes little expensive brands think little extra worth,32
"I got this for a Microsoft Surface.  It does exactly what I wanted it to do (wish the Surface was more user friendly with it though... but, that's another story).  One thing to watch out for: this will not work in older SDHC compliant devices.  I tried it in my D80 and it wouldn't work at all.  That's not a problem with the device so much as with the buyer knowing what they are buying.",5.0,Works great.  Not compatible with some older SDHC equipment,75,got microsoft surface exactly wanted wish surface user friendly though thats another story one thing watch work older sdhc compliant devices tried wouldnt work thats problem device much buyer knowing buying,31
I have no complaints. It works great in my GoPro. I never worry about running out of space when filming on dives. I usually go on multiple dives in one day and shoot a lot of 20-30 second video clips to share with family and friends on the web. I never come close to running out of storage space. There was absolutely no issue with compatibility with my GoPro.,5.0,It doesn't get much better than this,69,complaints works great gopro never worry running space filming dives usually go multiple dives one day shoot lot second video clips share family friends web never come close running storage space absolutely issue compatibility gopro,35
Crashed... Lost everything... Thanks SanDisk.  Used in gs4..not a solid product couple years worth of stuff gone in an instant.,1.0,Crap,20,crashed lost everything thanks sandisk used gsnot solid product couple years worth stuff gone instant,15
"These have issues with gopro, do not use. The transfer speed is inaccurate, and gopro has even admitted it doesn't support this.",1.0,GoPro issues,22,issues gopro use transfer speed inaccurate gopro even admitted doesnt support,11
"this sd card died shortly after i got it, but sandisk's RMA policy is so awesome i had a new sd card within 2 days.the new card is fine and  this was one of the best return experiences i've had.",5.0,a good buy,40,sd card died shortly got sandisks rma policy awesome new sd card within daysthe new card fine one best return experiences ive,22
"Bought this along with my GoPro Hero 3 and it's been in that ever since. It's nice to have a ridiculous amount of storage while running around with a GoPro because who wants to have to change chips when you're out on a jetski... or falling out of a plane from 15,000 feet?",5.0,Perfect for my GoPro,53,bought along gopro hero ever since nice ridiculous amount storage running around gopro wants change chips youre jetski falling plane feet,21
This little guy adds a ton of extra space on my Samsung GS3 for all my music and more! Worth the money,5.0,Nice addition for my phone,22,little guy adds ton extra space samsung gs music worth money,11
"I had bought this card for my new Samsung Galaxy S3. The card is about as good as you can expect for the price and technology you're paying for.SDXC cards come formatted in exFAT by default, which is what I would have tried to format it as anyway and seen if my phone supports that filesystem. In addition to being a faster format, enabling higher transfer rates, exFAT also takes up less storage space than, say, an FAT or FAT32 filesystem would - which is important when considering mobile storage devices.I read several poor reviews about this product starting that it simply stopped working after a few months. While that can happen from regular use, as it has happened to me in the past with a couple 32GB SDHCs, I would venture to say it was an error in use. Flash media is very sensitive in regards to ""hard shutdowns"". that's to say, just pulling it out of your device or card reader without first unmounting it. Within the 'Data Storage' menu on Android phones, there is an option to 'unmount SD card'. I would recommend that you ALWAYS select this before removing any external memory card to avoid corruption of data and, ultimately, the card itself. The reason for this is that sudden stoppage of a flash memory device's data or power connectivity can easily result in corruption.Transversely, if you have the memory card plugged into a card reader, say, with an SD adapter; you should first ""Eject"" the card. In Windows, there is a small icon located in the taskbar notification menu for ""Safely Remov[ing] Hardware and Eject[ing] Media"". Select the card and a notification will pop-up that the card is now safe to remove. It basically severs the same function as the Android 'unmount' optional but will also cease any current read/write operations to avoid data or device corruption.I cannot speak for how one would do this on a Mac OS but chances are, if you're using an Apple PC, you don't have an Android phone.",5.0,Good flash card,339,bought card new samsung galaxy card good expect price technology youre paying forsdxc cards come formatted exfat default would tried format anyway seen phone supports filesystem addition faster format enabling higher transfer rates exfat also takes less storage space say fat fat filesystem would important considering mobile storage devicesi read several poor reviews product starting simply stopped working months happen regular use happened past couple gb sdhcs would venture say error use flash media sensitive regards hard shutdowns thats say pulling device card reader without first unmounting within data storage menu android phones option unmount sd card would recommend always select removing external memory card avoid corruption data ultimately card reason sudden stoppage flash memory devices data power connectivity easily result corruptiontransversely memory card plugged card reader say sd adapter first eject card windows small icon located taskbar notification menu safely removing hardware ejecting media select card notification popup card safe remove basically severs function android unmount optional also cease current readwrite operations avoid data device corruptioni cannot speak one would mac os chances youre using apple pc dont android phone,181
